link,title,keyword,state,predicted_class
https://8columnas.com.mx/estado-de-mexico/detienen-sujeto-atacar-mujer-san-mateo-otzacatipan/,Detienen a un sujeto por atacar a una mujer San Mateo Otzacatipan,mujer,edo,0
https://8columnas.com.mx/nacional/sheinbaum-firma-decreto-para-consolidar-derechos-de-las-mujeres/,Sheinbaum firma decreto para consolidar derechos de las mujeres,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/arrollan-mujer-paseo-tollocan-pino-suarez/,Arrollan a una mujer en Paseo Tollocan y Pino Suárez,mujer,edo,0
https://8columnas.com.mx/local/tragedia-arrollan-a-mujer-en-calzada-al-pacifico-en-capultitlan/,Tragedia; arrollan a mujer en Calzada Al Pacifico en Capultitlán,mujer,edo,0
https://8columnas.com.mx/estado-de-mexico/concaem-coadyuva-para-abrir-espacios-laborales-a-mujeres-en-reclusion/,CONCAEM coadyuva para abrir espacios laborales a mujeres en reclusión,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/secretaria-de-la-mujer-pide-a-municipios-combatir-violencia-de-genero/,Secretaría de la Mujer pide a municipios combatir violencia de género,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/lamentable-accidente-en-la-toluca-naucalpan-deja-una-mujer-sin-vida/,Lamentable; accidente en la Toluca-Naucalpan deja una mujer sin vida,mujer,edo,0
https://8columnas.com.mx/seguridad/ataca-dos-mujeres-toluca-esta-detenido/,Ataca a dos mujeres en Toluca; ya está detenido,mujer,edo,0
https://8columnas.com.mx/nacional/sheinbaum-presenta-campana-es-tiempo-de-mujeres-sin-violencia/,Sheinbaum presenta campaña “¡Es tiempo de mujeres sin violencia!”,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/lamentable-atropellan-a-una-mujer-en-la-via-toluca-zitacuaro/,Lamentable; atropellan a una mujer en la vía Toluca-Zitácuaro,mujer,edo,0
https://8columnas.com.mx/estado-de-mexico/dialogos-para-la-mujer-reunio-a-mas-de-500-mujeres/,Diálogos para la Mujer reunió a más de 500 mujeres,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/ataca-a-una-mujer-y-lo-detiene-la-policia-en-edomex/,Ataca a una mujer y lo detiene la policía en Edomex,mujer,edo,0
https://8columnas.com.mx/espectaculos/angela-aguilar-recibe-premio-mujer-del-ano/,Ángela Aguilar recibe el premio a la “Mujer del Año”,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/mujeres-con-bienestar-podria-ser-permanente/,“Mujeres con Bienestar” podría ser permanente,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/tras-las-rejas-sujeto-ataco-mujer-zinacantepec/,Tras las rejas un sujeto que atacó a una mujer en Zinacantepec,mujer,edo,0
https://8columnas.com.mx/estado-de-mexico/se-han-liberado-a-18-mujeres-bajo-la-modalidad-de-amnistia-codhem/,Se han liberado a 18 mujeres bajo la modalidad de amnistía: Codhem,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/secretaria-de-la-mujer-trabaja-en-campana-yo-decido-mi-futuro/,Secretaria de la Mujer trabaja en campaña “Yo decido mi futuro”,mujer,edo,0
https://8columnas.com.mx/estado-de-mexico/reconoce-anuies-a-mujeres-destacadas-de-la-uaemex-por-promover-la-igualdad/,Reconoce ANUIES a Mujeres Destacadas de la UAEMéx por Promover la Igualdad,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/dan-seguimiento-acciones-seguridad-mujeres/,Dan seguimiento a las acciones para la seguridad de las mujeres,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/uaemex-abre-dialogo-sobre-retos-de-la-imagen-de-las-mujeres-en-los-medios-de-comunicacion/,UAEMéx abre diálogo sobre retos de la imagen de las mujeres en los medios de comunicación,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/respaldaran-a-mas-300-mil-mujeres-del-edomex/,Respaldarán a más 300 mil mujeres del Edoméx,mujer,edo,1
https://8columnas.com.mx/cdmx/shakira-anuncia-una-fecha-mas-en-cdmx-para-las-mujeres-ya-no-lloran-world-tour/,Shakira anuncia una fecha más en CDMX para “Las Mujeres Ya No Lloran World Tour”,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/pension-mujeres-bienestar-beneficiara-a-mujeres-de-sfp-y-temoaya/,Pensión Mujeres Bienestar beneficiará a mujeres de SFP y Temoaya,mujer,edo,1
https://8columnas.com.mx/local/vaya-susto-mujer-tira-reja-de-servicios-administrativos/,Vaya susto; mujer tira reja de servicios administrativos,mujer,edo,0
https://8columnas.com.mx/nacional/gobierno-de-sheinbaum-presenta-reformas-en-favor-de-las-mujeres/,Gobierno de Sheinbaum presenta reformas en favor de las mujeres,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/revisa-secretaria-de-la-mujer-presupuesto-2024/,Revisa Secretaría de la Mujer presupuesto 2024,mujer,edo,0
https://8columnas.com.mx/local/investigan-muerte-de-una-mujer-hallada-en-toluca/,Investigan muerte de una mujer hallada en Toluca,mujer,edo,0
https://8columnas.com.mx/estado-de-mexico/analizan-la-participacion-politica-de-mujeres-indigenas/,Analizan la participación política de mujeres indígenas,mujer,edo,1
https://8columnas.com.mx/local/fallece-mujer-atropellada-cerca-de-las-torres-bicentenario/,Fallece mujer atropellada cerca de las Torres Bicentenario,mujer,edo,0
https://8columnas.com.mx/estado-de-mexico/arrollan-a-mujer-sobre-bulevar-miguel-aleman-frente-al-c5/,Arrollan a mujer sobre bulevar Miguel Alemán frente al C5,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/seis-mujeres-logran-libertad-anticipada-tras-gestion-del-gem/,Seis mujeres logran libertad anticipada tras gestión del GEM,mujer,edo,1
https://8columnas.com.mx/estado-de-mexico/sandra-veronica-acevedo-vera-nueva-comisionada-estatal-de-lex-oma-mujeres/,"Sandra Verónica Acevedo Vera, nueva Comisionada Estatal de Lex OMA Mujeres",mujer,edo,1
https://8columnas.com.mx/local/disparan-contra-una-mujer-en-kfc-de-toluca/,Disparan contra una mujer en KFC de Toluca,mujer,edo,0
https://8columnas.com.mx/estado-de-mexico/bloquean-paseo-tollocan-tras-desaparicion-de-mujer-en-san-mateo-atenco/,Bloquean Paseo Tollocan tras desaparición de mujer en San Mateo Atenco,mujer,edo,0
https://8columnas.com.mx/seguridad/mujer-asaltaba-a-peatones-en-zinacantepec-ya-esta-detenida/,Mujer asaltaba a peatones en Zinacantepec; ya está detenida,mujer,edo,0
https://8columnas.com.mx/estado-de-mexico/atrapan-a-mujer-que-golpea-a-su-hijo-en-ecatepec/,Atrapan a mujer que golpea a su hijo en Ecatepec,mujer,edo,0
https://8columnas.com.mx/sin-categoria-s/refuerzan-estrategia-contra-violencia-hacia-mujeres-y-ninas/,Refuerzan estrategia contra violencia hacia mujeres y niñas,mujer,edo,1
https://8columnas.com.mx/cdmx/ataque-contra-mujer-difundio-en-redes-sociales-fue-en-la-ciudad-de-mexico/,Ataque contra mujer difundió en redes sociales fue en la Ciudad de México,mujer,edo,0
https://8columnas.com.mx/estado-de-mexico/2024-cerrara-con-650-mil-tarjetas-de-mujeres-con-bienestar/,2024 cerrará con 650 mil tarjetas de “Mujeres con Bienestar”,mujer,edo,1
