link,title,keyword,state
https://8columnas.com.mx/estado-de-mexico/detienen-sujeto-atacar-mujer-san-mateo-otzacatipan/,Detienen a un sujeto por atacar a una mujer San Mateo Otzacatipan,mujer,edo
https://8columnas.com.mx/nacional/sheinbaum-firma-decreto-para-consolidar-derechos-de-las-mujeres/,Sheinbaum firma decreto para consolidar derechos de las mujeres,mujer,edo
https://8columnas.com.mx/estado-de-mexico/arrollan-mujer-paseo-tollocan-pino-suarez/,Arrollan a una mujer en Paseo Tollocan y Pino Suárez,mujer,edo
https://8columnas.com.mx/local/tragedia-arrollan-a-mujer-en-calzada-al-pacifico-en-capultitlan/,Tragedia; arrollan a mujer en Calzada Al Pacifico en Capultitlán,mujer,edo
https://8columnas.com.mx/estado-de-mexico/concaem-coadyuva-para-abrir-espacios-laborales-a-mujeres-en-reclusion/,CONCAEM coadyuva para abrir espacios laborales a mujeres en reclusión,mujer,edo
https://8columnas.com.mx/estado-de-mexico/secretaria-de-la-mujer-pide-a-municipios-combatir-violencia-de-genero/,Secretaría de la Mujer pide a municipios combatir violencia de género,mujer,edo
https://8columnas.com.mx/estado-de-mexico/lamentable-accidente-en-la-toluca-naucalpan-deja-una-mujer-sin-vida/,Lamentable; accidente en la Toluca-Naucalpan deja una mujer sin vida,mujer,edo
https://8columnas.com.mx/seguridad/ataca-dos-mujeres-toluca-esta-detenido/,Ataca a dos mujeres en Toluca; ya está detenido,mujer,edo
https://8columnas.com.mx/nacional/sheinbaum-presenta-campana-es-tiempo-de-mujeres-sin-violencia/,Sheinbaum presenta campaña “¡Es tiempo de mujeres sin violencia!”,mujer,edo
https://8columnas.com.mx/estado-de-mexico/lamentable-atropellan-a-una-mujer-en-la-via-toluca-zitacuaro/,Lamentable; atropellan a una mujer en la vía Toluca-Zitácuaro,mujer,edo
https://8columnas.com.mx/estado-de-mexico/dialogos-para-la-mujer-reunio-a-mas-de-500-mujeres/,Diálogos para la Mujer reunió a más de 500 mujeres,mujer,edo
https://8columnas.com.mx/estado-de-mexico/ataca-a-una-mujer-y-lo-detiene-la-policia-en-edomex/,Ataca a una mujer y lo detiene la policía en Edomex,mujer,edo
https://8columnas.com.mx/espectaculos/angela-aguilar-recibe-premio-mujer-del-ano/,Ángela Aguilar recibe el premio a la “Mujer del Año”,mujer,edo
https://8columnas.com.mx/estado-de-mexico/mujeres-con-bienestar-podria-ser-permanente/,“Mujeres con Bienestar” podría ser permanente,mujer,edo
